original_filename,folder,relative_folder,suggested_filename,product,category,story_role,simple_description,primary_action,shot_type,hook_score,demo_score,reveal_score,broll_score,visual_interest_score,best_use,tags
IMG_3958.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-rinsing-soapy-water.mov,Microfibre Wash Mitt,general,demo,Rinsing microfibre wash mitt in bucket,rinsing wash mitt,demo,5,8,3,6,6,Demonstrating wash mitt cleaning process,"microfibre, wash mitt, rinsing, car wash, bucket, soap, cleaning"
IMG_3959.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleaning-tail-light.mov,Microfibre Wash Mitt,general,demo,Cleaning car tail light with wash mitt,wiping tail light,demo,6,8,7,6,7,solution,"car wash,microfibre,mitt,cleaning,tail light,soapy water"
IMG_3960.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-car-soapy-surface.mov,Microfibre Wash Mitt,general,demo,Washing car with microfibre mitt,washing car surface,demo,6,8,5,7,7,demo video showing product in use,"car wash, microfibre mitt, soapy, cleaning, detail, black car, close up"
IMG_3961.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleaning-car.mov,Microfibre Wash Mitt,general,demo,Washing car with microfibre mitt,washing car panel,demo,6,8,5,6,7,show how the wash mitt cleans car,"microfibre wash mitt,car wash,cleaning,foam,car detailing"
IMG_3962.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-car-panel.mov,Microfibre Wash Mitt,foam,demo,Applying foam with wash mitt,washing car panel,demo,6,8,5,7,7,demonstrating foam use with wash mitt,"car, foam, washing, microfibre, mitt, cleaning, detailing"
IMG_3963.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-on-car.mov,Microfibre Wash Mitt,foam,demo,Applying foam with wash mitt,applying foam,demo,6,8,5,7,7,show product use and foam application,"foam, washing, car, microfibre, wash mitt, soap, cleaning"
IMG_3964.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-application.mov,Microfibre Wash Mitt,foam,solution,Applying foam with wash mitt,applying foam,demo,6,8,5,7,7,solution demo to show foam usage,"microfibre wash mitt, foam, car cleaning, washing, car detailing"
IMG_3965.mov,Wash Mitt,Wash Mitt,washing-car-with-microfibre-wash-mitt.mov,Microfibre Wash Mitt,general,solution,Man washing car with wash mitt,washing car,demo,7,9,6,7,8,Demonstrate wash mitt usage,"car wash, microfibre mitt, cleaning, black car, foam"
IMG_3966.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleans-car-roof.mov,Microfibre Wash Mitt,general,demo,Cleaning car roof with mitt,washing car roof,demo,6,8,5,6,6,showing how mitt cleans dirty car,"car wash, roof, cleaning, microfibre mitt, demo"
IMG_3967.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-application.mov,Microfibre Wash Mitt,general,solution,Applying foam with wash mitt,applying foam,demo,5,8,6,7,7,Use in middle of video to show product use,"foam, wash, mitt, microfibre, car, cleaning, soap, wash"
IMG_7966.MOV,Wash Mitt,Wash Mitt,microfibre-wash-mitt-soapy-car-wash.mov,Microfibre Wash Mitt,general,solution,Applying soap with wash mitt,washing car,demo,7,9,6,7,8,demonstrates product use effectively,"car wash, soap, microfibre mitt, cleaning, foamy, DIY, detailing"
IMG_8989.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-soapy-car.mov,Microfibre Wash Mitt,general,solution,Cleaning car with wash mitt,wiping car surface,demo,6,8,5,6,7,demonstrate product use on car wash,"car wash, microfibre mitt, cleaning, soapy, vehicle, detailing"
IMG_8991.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-soapy-car-door.mov,Microfibre Wash Mitt,general,demo,Washing car door with wash mitt,washing car,demo,7,9,5,7,7,demonstrate wash mitt in use cleaning,"car wash, wash mitt, microfibre, cleaning, soap, car door, bubbles"
IMG_8993.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-washing-car-panel.mov,Microfibre Wash Mitt,general,demo,Washing car door with wash mitt,washing car panel,demo,6,8,5,6,7,demonstrating product use on car,"car wash, wash mitt, cleaning, car detailing, suds, microfibre"
IMG_8994.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-on-soapy-car.mov,Microfibre Wash Mitt,general,demo,Wash mitt cleaning soapy car panel,washing car panel,demo,6,8,5,7,7,demonstrate product in use,"car wash,microfibre mitt,soap,cleaning,car panel"
IMG_8996.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-cleaning-trunk.mov,Microfibre Wash Mitt,general,demo,Cleaning car trunk with wash mitt,washing car trunk,demo,6,8,5,7,7,demonstrating product use on car surface,"car wash, microfibre mitt, cleaning, black car, trunk, soap foam"
IMG_8997.mov,Wash Mitt,Wash Mitt,microfibre-wash-mitt-foam-washing.mov,Microfibre Wash Mitt,general,solution,Washing car with microfibre mitt,washing car,demo,6,8,5,7,7,Demonstrates product use in car washing,"car wash,microfibre mitt,foam,cleaning,car detailing"
IMG_4019.mov,Glass Inbox,Glass Inbox,water-repellent-on-car-glass.mov,unclear,glass,broll,Water repellent on car glass,show water droplets,broll,6,5,4,8,7,B-roll footage for glass treatment,"glass, water-repellent, droplets, car, detailing"
IMG_4023.mov,General Inbox,General Inbox,car-wax-wipe-broll.mov,unclear,general,broll,wiping wax on car hood,wiping car surface,broll,3,4,2,8,7,broll,"wipe,car,shine,reflection,cleaning"
IMG_4039.mov,Drying Inbox,Drying Inbox,car-surface-wet-to-dry-transition.mov,unclear,drying,broll,Wet car surface to dry transition,wiping dry,broll,4,6,3,8,7,broll,"car,drying,wiping,waterdrops,cleaning"
IMG_3230.MOV,General Inbox,General Inbox,person_detailing_car_door.mov,unclear,general,broll,Person wiping car door,wiping car door,broll,4,5,3,7,6,broll,"car, detailing, wiping, door, exterior"
IMG_3328.MOV,Foam Inbox,Foam Inbox,foam-spraying-on-black-car.mov,foam cannon,foam,demo,Man spraying foam on car,spraying foam,demo,6,8,5,7,7,demo,"foam,car cleaning,car wash,detailing"
IMG_3336.MOV,Drying Inbox,Drying Inbox,drying-car-with-towel.mov,towel,drying,demo,Drying wet car surface,drying car,demo,5,8,3,6,7,demo,"drying,towel,car care,wet surface"
IMG_3388.MOV,General Inbox,General Inbox,side-profile-black-car-broll.mov,unclear,general,broll,Side view of black car outdoors,car parked,broll,3,2,3,8,6,background or context shot,"car, side profile, outdoor, parked, general car detailing"
IMG_3329.MOV,Foam Inbox,Foam Inbox,foam-application-on-car-trunk.mov,unclear,foam,demo,Applying foam on car trunk,spraying foam,demo,6,8,4,7,7,demo,"foam,car washing,cleaning,detailing"
IMG_3331.MOV,Foam Inbox,Foam Inbox,using-foam-cannon-on-car.mov,foam cannon,foam,demo,Man using foam cannon on car,applying foam,demo,6,8,4,7,7,demo,"foam,car wash,cleaning,demo"
IMG_3334.MOV,General Inbox,General Inbox,man-washing-car-trunk-foilade-mitt.mov,unclear,general,broll,Man washing black car trunk,washing car,broll,3,5,2,8,6,background footage,"car wash, car care, detailing, black car, cleaning"
IMG_3335.MOV,General Inbox,General Inbox,washing-car-with-mitt.mov,unclear,general,demo,Washing car with mitt,washing car,demo,5,8,4,6,7,demo,"car-wash, mitt, washing, detailing"
IMG_3072.mov,Foam Inbox,Foam Inbox,car-detailing-foam-treatment-on-fuel-door.mov,unclear,foam,demo,Foam brush cleaning car fuel door,applying foam,demo,5,8,4,7,7,demo,"foam,cleaning,fuel door,car detailing"
IMG_3231.MOV,Interior Inbox,Interior Inbox,interior-cleaning-broll.mov,unclear,interior,broll,Cleaning car interior dashboard,wiping dashboard,broll,4,6,5,8,6,broll,"car, interior, cleaning, dashboard, wipe, detailing"
